time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-02-28T19:50:55.010Z,48.475,-128.335,10,3.6,mb,9,188,,1.22,us,usp000dh7c,2014-11-07T01:25:05.590Z,"193 km WSW of Tofino, Canada",earthquake,,,,1,reviewed,us,us
2005-02-28T19:29:19.070Z,48.422,-128.626,10,3.9,mb,9,190,,0.99,us,usp000dh7a,2014-11-07T01:25:05.587Z,"215 km WSW of Tofino, Canada",earthquake,,,,1,reviewed,us,us
2005-02-28T19:14:17.330Z,48.388,-128.334,10,4.2,mb,11,188.4,,1.39,us,usp000dh78,2014-11-07T01:25:05.584Z,"197 km WSW of Tofino, Canada",earthquake,,,,1,reviewed,us,us
2005-02-28T18:33:40.850Z,48.962,-128.246,10,3.8,mb,7,222.1,,0.66,us,usp000dh76,2014-11-07T01:25:05.578Z,"172 km W of Tofino, Canada",earthquake,,,,1,reviewed,us,us
2005-02-28T17:06:55.830Z,48.472,-128.247,10,3.6,mb,7,194.7,,1.43,us,usp000dh73,2014-11-07T01:25:05.569Z,"187 km WSW of Tofino, Canada",earthquake,,,,1,reviewed,us,us
2005-02-28T16:40:00.360Z,48.386,-128.627,10,3.6,mb,5,235.4,,1.24,us,usp000dh6z,2014-11-07T01:25:05.563Z,"217 km WSW of Tofino, Canada",earthquake,,,,1,reviewed,us,us
2005-02-28T15:40:51.350Z,48.376,-128.343,10,3.8,mb,9,209.4,,1.35,us,usp000dh6v,2014-11-07T01:25:05.557Z,"198 km WSW of Tofino, Canada",earthquake,,,,1,reviewed,us,us
2005-02-28T15:09:13.590Z,48.509,-128.341,10,3.4,mb,6,194.9,,1.49,us,usp000dh6u,2014-11-07T01:25:05.556Z,"192 km WSW of Tofino, Canada",earthquake,,,,1,reviewed,us,us
2005-02-28T13:32:31.910Z,48.288,-128.669,10,4.1,mb,9,190.9,,1.12,us,usp000dh6b,2014-11-07T01:25:05.523Z,"224 km WSW of Tofino, Canada",earthquake,,,,1,reviewed,us,us
2005-02-27T10:51:23.640Z,48.387,-128.524,10,3.1,mb,11,189.6,,1.04,us,usp000dh36,2014-11-07T01:25:04.815Z,"210 km WSW of Tofino, Canada",earthquake,,,,1,reviewed,us,us
2005-02-13T12:01:08.170Z,48.483,-128.417,10,4.1,mb,22,192.2,,1.06,us,usp000dg1r,2014-11-07T01:24:59.243Z,"198 km WSW of Tofino, Canada",earthquake,,,,5,reviewed,us,us
2005-02-07T06:23:32.000Z,51.24,-131.15,10,5,mwc,195,137.1,,,us,usp000dfnc,2016-11-10T01:01:04.351Z,"294 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2005-02-05T08:32:43.770Z,48.533,-128.128,10,3.7,mb,16,194,,1.21,us,usp000dfht,2014-11-07T01:24:56.258Z,"176 km WSW of Tofino, Canada",earthquake,,,,5,reviewed,us,us
2005-02-03T15:36:08.550Z,50.275,-129.833,10,5,mwr,88,151.9,,1.03,us,usp000dff1,2014-11-07T01:24:55.376Z,"198 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-12-26T05:48:54.000Z,49,-129.68,10,4.5,mb,50,171.4,,,us,usp000dbgv,2014-11-07T01:24:22.415Z,"257 km SW of Port McNeill, Canada",earthquake,,,,7,reviewed,pgc,us
2004-12-13T16:28:54.710Z,49.115,-129.537,10,4.2,mb,14,191.4,,1.22,us,usp000damf,2014-11-07T01:24:16.463Z,"240 km SW of Port McNeill, Canada",earthquake,,,,2,reviewed,us,us
2004-11-28T08:28:04.000Z,49.31,-128.93,10,4.1,mb,16,187.2,,,us,usp000d9g3,2014-11-07T01:24:06.731Z,"194 km SW of Port McNeill, Canada",earthquake,,,,4,reviewed,pgc,us
2004-11-15T17:57:29.220Z,50.691,-129.853,10,4.4,mwr,36,207.1,,1.07,us,usp000d8hw,2014-11-07T01:24:01.210Z,"196 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-15T17:51:55.990Z,50.477,-130.201,10,5,mwr,63,178.8,,1.25,us,usp000d8hv,2014-11-07T01:24:01.204Z,"221 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-15T17:45:36.980Z,50.569,-130.199,10,4.7,mwr,20,237.4,,0.81,us,usp000d8hs,2014-11-07T01:24:01.198Z,"220 km W of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-10T06:28:19.200Z,49.282,-128.961,10,4.4,mwr,31,179,,0.88,us,usp000d82n,2014-11-07T01:23:58.186Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,us,pgc
2004-11-06T06:55:47.110Z,49.614,-128.496,10,4.2,mwr,11,191.1,,0.97,us,usp000d7t1,2014-11-07T01:23:56.577Z,"148 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-04T00:04:01.840Z,49.625,-128.337,10,4.7,mwr,22,182.5,,1.06,us,usp000d7nd,2014-11-07T01:23:55.610Z,"139 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-03T12:50:20.640Z,49.535,-128.368,10,4.2,mwr,17,183.1,,1.02,us,usp000d7mf,2014-11-07T01:23:55.419Z,"148 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-03T12:43:04.830Z,49.611,-128.95,10,4,mb,12,192.9,,1.1,us,usp000d7me,2014-11-07T01:23:55.416Z,"172 km SW of Port McNeill, Canada",earthquake,,,,3,reviewed,us,us
2004-11-03T12:30:13.630Z,49.608,-128.901,10,4.3,mwr,15,192.7,,1.16,us,usp000d7md,2014-11-07T01:23:55.412Z,"169 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-03T08:24:03.620Z,49.527,-128.684,10,4.1,mb,9,213.5,,1.52,us,usp000d7kp,2014-11-07T01:23:55.241Z,"164 km SW of Port McNeill, Canada",earthquake,,,,3,reviewed,us,us
2004-11-03T07:16:33.810Z,49.583,-128.477,10,4.2,mb,28,178.2,,1.21,us,usp000d7kh,2014-11-07T01:23:55.216Z,"149 km SW of Port McNeill, Canada",earthquake,,,,4,reviewed,us,us
2004-11-03T01:53:18.560Z,49.191,-128.964,10,4.1,mb,17,188,,1.15,us,usp000d7jv,2014-11-07T01:23:55.036Z,"205 km SW of Port McNeill, Canada",earthquake,,,,3,reviewed,us,us
2004-11-02T19:23:20.870Z,49.394,-128.642,10,4.5,mb,37,179.8,,1.09,us,usp000d7jb,2014-11-07T01:23:54.918Z,"173 km SW of Port McNeill, Canada",earthquake,,,,6,reviewed,us,us
2004-11-02T17:23:42.000Z,49.572,-128.589,10,5.2,mwc,132,99.2,,1.2,us,usp000d7j5,2016-11-10T00:50:47.467Z,"156 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,hrv
2004-11-02T17:02:27.290Z,49.478,-128.564,10,4.2,mb,15,191.9,,1.09,us,usp000d7j1,2014-11-07T01:23:54.797Z,"162 km SW of Port McNeill, Canada",earthquake,,,,3,reviewed,us,us
2004-11-02T16:54:33.790Z,49.708,-128.242,10,4,mb,12,209.2,,1.28,us,usp000d7j0,2014-11-07T01:23:54.793Z,"128 km SW of Port McNeill, Canada",earthquake,,,,3,reviewed,us,us
2004-11-02T15:08:34.080Z,49.515,-128.715,10,4.9,mwr,81,106.4,,0.92,us,usp000d7hv,2014-11-07T01:23:54.751Z,"167 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-02T14:03:44.140Z,49.237,-129.051,10,5.1,mwc,147,79.3,,1.05,us,usp000d7hs,2016-11-10T00:50:46.984Z,"206 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,hrv
2004-11-02T13:11:05.130Z,49.259,-128.98,10,5.2,mwr,139,162.5,,0.96,us,usp000d7hp,2014-11-07T01:23:54.644Z,"201 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-02T11:47:11.730Z,49.201,-128.973,10,5.2,mwr,88,166.9,,1.09,us,usp000d7he,2014-11-07T01:23:54.528Z,"205 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-11-02T11:37:05.060Z,49.527,-128.465,10,3.8,mb,21,183.7,,1.2,us,usp000d7hc,2014-11-07T01:23:54.514Z,"154 km SW of Port McNeill, Canada",earthquake,,,,4,reviewed,us,us
2004-11-02T11:15:57.850Z,49.573,-128.418,10,4,mb,17,183.2,,1.08,us,usp000d7hb,2014-11-07T01:23:54.508Z,"147 km SW of Port McNeill, Canada",earthquake,,,,5,reviewed,us,us
2004-11-02T11:02:57.330Z,49.406,-128.681,10,4.1,mb,9,192.7,,1.2,us,usp000d7ha,2014-11-07T01:23:54.505Z,"174 km SW of Port McNeill, Canada",earthquake,,,,1,reviewed,us,us
2004-11-02T10:50:31.280Z,49.31,-128.855,10,4.1,mb,43,175.4,,1.18,us,usp000d7h8,2014-11-07T01:23:54.490Z,"190 km SW of Port McNeill, Canada",earthquake,,,,6,reviewed,us,us
2004-11-02T10:20:42.810Z,49.286,-128.695,10,4.1,mb,12,186.1,,1.13,us,usp000d7h6,2014-11-07T01:23:54.462Z,"185 km SW of Port McNeill, Canada",earthquake,,,,1,reviewed,us,us
2004-11-02T10:02:12.820Z,49.277,-128.772,10,6.7,mwb,459,37.3,,1.17,us,usp000d7h4,2022-08-09T02:56:02.977Z,"189 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,us
2004-11-02T10:00:31.310Z,49.533,-128.499,10,4,mb,48,174.7,,1.06,us,usp000d7h3,2014-11-07T01:23:54.315Z,"155 km SW of Port McNeill, Canada",earthquake,,,,8,reviewed,us,us
2004-11-02T09:30:47.320Z,49.4,-128.652,10,5.1,mwc,110,140.7,,1.11,us,usp000d7h2,2016-11-10T00:50:44.883Z,"173 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,us,hrv
2004-10-28T15:46:39.860Z,49.751,-129.32,10,4.8,mwr,113,166.1,,0.92,us,usp000d78j,2014-11-07T01:23:50.076Z,"184 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-10-06T04:39:48.000Z,52.71,-127.23,1,4.2,ml,41,63.5,,,us,usp000d5v9,2014-11-07T01:23:42.509Z,"176 km SSE of Kitimat, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-10-05T08:56:20.580Z,48.403,-128.341,10,3.6,mb,10,188.4,,1.37,us,usp000d5tm,2014-11-07T01:23:42.094Z,"197 km WSW of Tofino, Canada",earthquake,,,,3,reviewed,us,us
2004-09-09T14:16:51.000Z,49.73,-127.09,27,3.6,ml,9,182.5,,,us,usp000d3za,2014-11-07T01:23:27.599Z,"61 km WSW of Vernon, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-08-26T14:12:44.000Z,48.95,-129.91,10,3.4,ml,22,194.2,,,us,usp000d2ws,2014-11-07T01:23:16.031Z,"273 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-08-20T18:25:48.000Z,49.61,-127.24,26,3.4,ml,13,329.9,,,us,usp000d2hy,2014-11-07T01:23:14.666Z,"78 km SW of Vernon, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-08-14T05:42:41.000Z,50.56,-130.4,10,3.2,ml,13,333.7,,,us,usp000d247,2014-11-07T01:23:12.477Z,"234 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-07-31T00:35:23.000Z,52.69,-132.07,20,4.9,mwr,195,134.1,,,us,usp000d15n,2014-11-07T01:23:02.726Z,"214 km SSW of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-07-24T11:35:04.000Z,50.56,-130.48,10,3.2,ml,21,208.7,,,us,usp000d0sy,2014-11-07T01:22:57.664Z,"240 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-07-20T02:01:49.000Z,49.46,-127.24,27,4.5,mb,47,152,,,us,usp000d0h4,2014-11-07T01:22:56.058Z,"89 km SW of Vernon, Canada",earthquake,,,,5,reviewed,pgc,us
2004-07-19T08:30:38.000Z,49.53,-127.26,30,3.6,ml,27,172.5,,,us,usp000d0fz,2014-11-07T01:22:55.847Z,"85 km SW of Vernon, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-07-19T08:01:49.460Z,49.623,-126.967,23.7,6.4,mwb,393,27.3,,1.04,us,usp000d0fx,2022-05-02T17:17:47.430Z,"62 km SW of Vernon, Canada",earthquake,,,,,reviewed,us,us
2004-07-18T10:18:36.660Z,52.207,-131.486,10,3.9,mb,81,169.5,,1.08,us,usp000d0dz,2014-11-07T01:22:55.590Z,"247 km SSW of Prince Rupert, Canada",earthquake,,,,17,reviewed,us,us
2004-07-15T14:07:22.000Z,49.53,-127.18,30,3.4,ml,14,176.4,,,us,usp000d07r,2014-11-07T01:22:54.445Z,"80 km SW of Vernon, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-07-15T13:55:49.000Z,49.53,-127.22,30,3.6,ml,21,265.5,,,us,usp000d07n,2014-11-07T01:22:54.437Z,"82 km SW of Vernon, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-07-15T12:06:52.400Z,49.695,-126.855,18.7,5.9,mwb,354,62.5,,1.02,us,usp000d07f,2022-06-18T09:08:36.669Z,"51 km SW of Vernon, Canada",earthquake,,,,,reviewed,us,us
2004-07-07T23:51:49.000Z,50.62,-130.44,10,3.8,ml,25,207.6,,,us,usp000czre,2014-11-07T01:22:51.896Z,"237 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-07-03T23:07:20.000Z,50.03,-130.24,10,4,mb,30,192.6,,,us,usp000czgq,2014-11-07T01:22:49.994Z,"233 km WSW of Port McNeill, Canada",earthquake,,,,8,reviewed,pgc,us
2004-06-24T14:52:20.000Z,50.05,-130.15,10,3.7,ml,20,195.9,,,us,usp000cyp0,2014-11-07T01:22:41.051Z,"226 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-06-23T18:19:24.000Z,50.43,-130.25,10,4,mb,29,177.2,,,us,usp000cykk,2014-11-07T01:22:40.765Z,"225 km W of Port McNeill, Canada",earthquake,,,,5,reviewed,pgc,us
2004-06-16T18:49:01.000Z,48.92,-129.36,10,4.1,mb,19,191.9,,,us,usp000cy19,2014-11-07T01:22:38.254Z,"247 km SW of Port McNeill, Canada",earthquake,,,,3,reviewed,pgc,us
2004-06-13T05:29:17.000Z,50.99,-130.61,10,3.8,ml,36,188,,,us,usp000cxu2,2014-11-07T01:22:37.402Z,"252 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-06-11T19:05:28.000Z,50.43,-130.12,10,3.8,ml,56,176.1,,,us,usp000cxq5,2014-11-07T01:22:36.944Z,"215 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-05-16T13:49:43.000Z,48.26,-128.96,10,4.2,mb,40,189.5,,,us,usp000cv7t,2014-11-07T01:22:19.918Z,"245 km WSW of Tofino, Canada",earthquake,,,,8,reviewed,pgc,us
2004-04-27T09:40:02.000Z,48.74,-129.01,10,4.1,mb,69,167.8,,,us,usp000cthz,2014-11-07T01:22:06.674Z,"231 km WSW of Tofino, Canada",earthquake,,,,8,reviewed,pgc,us
2004-04-19T01:42:37.000Z,50.58,-130.48,10,3.7,ml,27,189.2,,,us,usp000csw7,2014-11-07T01:22:02.074Z,"240 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-03-04T17:14:08.000Z,48.92,-129.29,10,3.4,ml,26,197,,,us,usp000cp30,2014-11-07T01:21:38.277Z,"244 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-03-04T00:04:00.000Z,48.62,-128.91,10,3.4,ml,11,196.7,,,us,usp000cp19,2014-11-07T01:21:38.029Z,"228 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-03-01T23:30:39.000Z,48.68,-128.95,10,3.5,ml,36,187,,,us,usp000cnva,2014-11-07T01:21:35.944Z,"229 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-02-29T22:42:22.000Z,48.71,-128.99,10,3.5,ml,14,196.7,,,us,usp000cns9,2014-11-07T01:21:32.596Z,"231 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-02-28T04:40:11.400Z,51.276,-130.03,10,3.9,ml,31,189,,0.97,us,usp000cnkj,2014-11-07T01:21:31.861Z,"220 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-02-28T03:01:40.830Z,51.272,-130.059,10,4.2,ml,33,189.2,,1.03,us,usp000cnk9,2014-11-07T01:21:31.662Z,"222 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,us,pgc
2004-02-28T02:05:17.000Z,50.96,-130.65,10,4.8,mwc,43,174.1,,,us,usp000cnk4,2016-11-10T00:27:21.477Z,"254 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2004-02-28T02:00:43.000Z,50.933,-130.63,10,4.7,mwc,20,184.7,,,us,usp000cnk1,2016-11-10T00:27:20.969Z,"252 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2004-02-28T01:57:41.000Z,50.945,-130.644,10,4.7,mwc,29,194.3,,,us,usp000cnk0,2016-11-10T00:27:20.456Z,"254 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,hrv
2004-02-26T21:45:30.950Z,50.147,-129.776,10,4.1,mb,24,189.4,,0.94,us,usp000cndr,2014-11-07T01:21:29.597Z,"197 km WSW of Port McNeill, Canada",earthquake,,,,9,reviewed,us,us
2004-02-05T19:23:10.000Z,54.22,-133.98,20,3.9,ml,11,195.5,,,us,usp000ckfz,2019-02-13T00:11:56.999Z,"132 km SSW of Hydaburg, Alaska",earthquake,,,,,reviewed,pgc,pgc
2004-01-25T15:39:49.000Z,49.15,-127.98,10,4,mb,17,188.2,,,us,usp000cjnf,2014-11-07T01:21:07.935Z,"151 km W of Tofino, Canada",earthquake,,,,3,reviewed,pgc,us
2004-01-25T15:35:26.000Z,49.18,-127.96,10,4.3,mb,49,165.6,,,us,usp000cjne,2014-11-07T01:21:07.931Z,"149 km SW of Vernon, Canada",earthquake,,,,7,reviewed,pgc,us
2004-01-25T15:12:23.000Z,49.1,-128.06,10,5.4,mwc,215,118,,,us,usp000cjnd,2016-11-10T00:24:35.890Z,"157 km W of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2004-01-16T09:25:36.000Z,48.7,-129.01,10,3.5,ml,25,196.2,,,us,usp000cj04,2014-11-07T01:21:05.125Z,"232 km WSW of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-01-15T04:45:54.000Z,49.15,-127.94,10,4.7,mw,80,171.9,,,us,usp000chx7,2014-11-07T01:21:04.627Z,"148 km W of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2004-01-07T03:53:07.000Z,50.49,-130.27,10,4.1,mb,50,185,,,us,usp000chba,2014-11-07T01:20:59.873Z,"225 km W of Port McNeill, Canada",earthquake,,,,11,reviewed,pgc,us
2004-01-07T02:42:08.000Z,50.53,-130.21,10,3.6,ml,19,188.2,,,us,usp000chb2,2014-11-07T01:20:59.855Z,"221 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-12-19T05:32:52.000Z,48.85,-129.19,10,5.4,mwc,177,124.4,,,us,usp000cfhy,2016-11-10T00:14:22.391Z,"242 km W of Tofino, Canada",earthquake,,,,,reviewed,pgc,hrv
2003-12-18T00:46:07.000Z,49.78,-130.29,10,2.7,ml,12,192,,,us,usp000cffn,2014-11-07T01:20:46.577Z,"245 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-11-07T14:21:42.000Z,48.82,-129.09,10,4.6,mb,125,152.3,,,us,usp000cca0,2014-11-07T01:20:25.598Z,"235 km W of Tofino, Canada",earthquake,,,,20,reviewed,pgc,us
2003-11-07T13:16:01.000Z,48.82,-129.18,10,4.3,mb,101,151.7,,,us,usp000cc9y,2014-11-07T01:20:25.576Z,"242 km W of Tofino, Canada",earthquake,,,,18,reviewed,pgc,us
2003-11-07T13:02:03.000Z,48.86,-129.14,10,3.7,ml,10,196.7,,,us,usp000cc9x,2014-11-07T01:20:25.574Z,"238 km W of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-10-23T08:16:19.500Z,50.48,-130.31,10,4.9,mw,58,177.5,,,us,usp000cb2g,2014-11-07T01:20:14.727Z,"228 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-10-03T15:12:14.000Z,49.39,-129.43,10,3,ml,15,195.7,,,us,usp000c9fx,2014-11-07T01:20:07.929Z,"214 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-09-26T01:26:41.000Z,50.09,-130.19,10,3,ml,9,195.9,,,us,usp000c8n4,2014-11-07T01:19:56.858Z,"227 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-09-22T10:52:47.000Z,53.25,-133.27,20,4.2,mb,24,178.9,,,us,usp000c8a9,2019-02-12T23:01:28.918Z,"219 km S of Hydaburg, Alaska",earthquake,,,,3,reviewed,pgc,us
2003-08-24T10:32:22.000Z,49.08,-125.55,16.3,2.5,ml,14,305,,,us,usp000c5tm,2014-11-07T01:19:34.991Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2003-07-22T18:53:22.000Z,50.1,-130.23,10,4,mb,13,196,,,us,usp000c338,2014-11-07T01:19:16.742Z,"230 km WSW of Port McNeill, Canada",earthquake,,,,4,reviewed,pgc,us
2003-07-22T12:51:20.000Z,50.11,-129.82,10,3.1,ml,10,194.4,,,us,usp000c32w,2014-11-07T01:19:16.700Z,"201 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-07-21T22:48:56.730Z,48.811,-128.062,10,3.8,mb,14,189.9,,0.79,us,usp000c31h,2014-11-07T01:19:16.532Z,"162 km WSW of Tofino, Canada",earthquake,,,,2,reviewed,us,us
2003-07-10T23:37:41.270Z,48.34,-128.325,10,3.4,mb,19,188.6,,0.91,us,usp000c25t,2014-11-07T01:19:11.125Z,"199 km WSW of Tofino, Canada",earthquake,,,,4,reviewed,us,us
2003-07-06T14:40:12.000Z,51.16,-130.89,10,3.4,ml,10,208.1,,,us,usp000c1tc,2014-11-07T01:19:08.750Z,"275 km WNW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-07-01T15:49:06.000Z,50.51,-130.27,10,4.1,mb,59,172.7,,,us,usp000c1ed,2014-11-07T01:19:05.268Z,"225 km W of Port McNeill, Canada",earthquake,,,,11,reviewed,pgc,us
2003-06-03T04:21:55.000Z,49.21,-129.64,10,2.8,ml,7,197.2,,,us,usp000byxk,2014-11-07T01:18:49.613Z,"239 km SW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-05-29T05:28:17.000Z,48.48,-128.81,10,4.8,mb,167,172.1,,,us,usp000byez,2014-11-07T01:18:44.250Z,"225 km WSW of Tofino, Canada",earthquake,,,,58,reviewed,pgc,us
2003-05-16T20:35:15.000Z,48.93,-127.74,10,3.1,ml,8,330,,,us,usp000bxc2,2016-07-23T01:40:25.440Z,"136 km W of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-05-08T02:45:11.000Z,54.22,-131.65,17.3,3.5,ml,8,180.7,,,us,usp000bwtq,2014-11-07T01:18:35.443Z,"87 km W of Prince Rupert, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-04-10T05:51:42.000Z,49.09,-128.01,10,3.3,ml,13,256.2,,,us,usp000buuz,2014-11-07T01:18:19.382Z,"153 km W of Tofino, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-03-30T07:44:17.000Z,48.65,-129.05,10,4,mb,35,179.7,,,us,usp000btw2,2014-11-07T01:18:10.342Z,"237 km WSW of Tofino, Canada",earthquake,,,,12,reviewed,pgc,us
2003-03-17T22:48:47.000Z,50.56,-130.29,10,3.3,ml,17,207,,,us,usp000bsx6,2014-11-07T01:18:06.112Z,"226 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-03-11T13:59:18.000Z,50.42,-130.19,10,3.6,ml,15,194.6,,,us,usp000bse5,2014-11-07T01:18:03.209Z,"Vancouver Island, Canada region",earthquake,,,,,reviewed,pgc,pgc
2003-03-11T09:09:45.000Z,51.27,-131.36,10,3.6,ml,9,195.7,,,us,usp000bsdp,2014-11-07T01:18:03.166Z,"Haida Gwaii Region, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-03-03T15:36:40.000Z,49.9,-130.19,10,3.6,ml,64,169,,,us,usp000brwc,2014-11-07T01:17:58.329Z,"234 km WSW of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-02-25T23:52:48.000Z,49.07,-125.8,34.7,3.1,mb,22,,,,us,usp000brg8,2016-07-23T01:33:14.560Z,"12 km SE of Tofino, Canada",earthquake,,,,1,reviewed,pgc,us
2003-02-22T14:16:48.000Z,50.56,-130.4,10,3.2,ml,14,,,,us,usp000br7j,2014-11-07T01:17:50.949Z,"234 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-02-22T12:08:32.000Z,50.61,-130.41,10,3.2,ml,10,,,,us,usp000br6t,2014-11-07T01:17:50.893Z,"235 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-02-04T09:48:22.000Z,48.87,-128.23,10,4.3,mb,30,,,,us,usp000bpzf,2014-11-07T01:17:44.902Z,"Vancouver Island, Canada region",earthquake,,,,2,reviewed,pgc,us
2003-02-04T01:45:27.770Z,48.332,-128.548,10,3.8,mb,42,,,1.08,us,usp000bpyk,2014-11-07T01:17:44.746Z,"Vancouver Island, Canada region",earthquake,,,,8,reviewed,us,us
2003-01-18T00:56:26.000Z,50.55,-130.3,10,3,ml,16,,,,us,usp000bnr1,2014-11-07T01:17:36.131Z,"227 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2003-01-07T13:00:18.000Z,50.54,-130.3,10,3.8,mb,38,,,,us,usp000bn71,2014-11-07T01:17:33.407Z,"227 km W of Port McNeill, Canada",earthquake,,,,4,reviewed,pgc,us
2003-01-05T18:39:11.000Z,48.88,-129.18,10,3.3,mb,19,,,,us,usp000bn49,2014-11-07T01:17:32.900Z,"240 km WSW of Vernon, Canada",earthquake,,,,1,reviewed,pgc,us
2002-12-22T04:15:10.000Z,50.44,-130.15,10,4.1,mb,59,,,,us,usp000bm55,2014-11-07T01:17:24.264Z,"217 km W of Port McNeill, Canada",earthquake,,,,8,reviewed,pgc,us
2002-12-20T04:58:37.000Z,50.44,-130.17,10,3.4,ml,16,,,,us,usp000bm16,2014-11-07T01:17:22.859Z,"219 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2002-12-18T19:14:52.000Z,51.06,-130.6,10,3.2,mb,10,,,,us,usp000bky2,2014-11-07T01:17:22.564Z,"253 km W of Port McNeill, Canada",earthquake,,,,1,reviewed,pgc,us
2002-12-18T16:27:22.000Z,51.02,-130.67,10,3.4,ml,10,,,,us,usp000bkxw,2014-11-07T01:17:22.523Z,"257 km W of Port McNeill, Canada",earthquake,,,,,reviewed,pgc,pgc
2002-12-17T08:57:10.000Z,50.42,-130.17,10,3.4,mb,11,,,,us,usp000bkv0,2014-11-07T01:17:22.234Z,"219 km W of Port McNeill, Canada",earthquake,,,,1,reviewed,pgc,us
