"year","month","day","hour","minute","second","Lat","Long","Dep"
2025,1,14,18,19,50.46,51.169731,-130.999601,8.769
2025,1,14,23,30,42.49,51.409367,-130.745573,1.045
2025,1,15,0,36,44.58,50.961304,-130.59755,3.628
2025,1,15,1,18,33.69,51.021916,-130.674146,18.621
2025,1,15,1,59,26.01,52.012695,-131.775016,18.348
2025,1,15,2,30,17.56,50.507642,-130.274959,27.047
2025,1,15,3,29,29.69,51.343294,-131.101196,13.804
2025,1,15,3,37,54.25,50.905086,-130.71884,13.825
2025,1,15,7,32,40.65,50.580912,-130.352848,25.518
2025,1,15,13,9,20.97,51.376746,-131.2146,7.223
2025,1,15,13,43,6.17,51.372278,-130.584619,9.317
2025,1,15,14,8,44.14,51.249463,-131.121989,13.044
2025,1,15,14,43,40.8,50.99012,-130.62806,18.462
2025,1,15,16,18,38.65,51.371301,-130.767749,9.184
2025,1,15,17,41,32.62,51.94091,-131.462191,19.035
2025,1,15,23,15,57.77,50.981612,-130.618026,9.434
2025,1,16,1,1,9.85,51.356913,-130.675667,5.139
2025,1,16,4,52,28.19,51.357023,-131.20568,8.659
2025,1,16,5,9,55.65,51.02347,-130.518091,17.363
2025,1,16,7,19,53.51,51.495508,-130.778581,11.959
2025,1,16,7,40,43.43,50.974996,-130.608049,8.173
2025,1,16,8,32,35.78,51.432007,-131.243058,16.682
2025,1,16,9,3,44.7,51.532353,-130.825822,8.995
2025,1,16,11,50,56.46,51.495626,-130.770215,16.853
2025,1,16,12,21,18.9,51.927539,-131.485441,11.272
2025,1,16,12,37,36.27,51.216451,-130.664811,11.414
2025,1,16,12,58,43.14,51.394295,-131.05651,11.452
2025,1,16,13,48,5.65,51.212215,-130.658065,11.917
2025,1,16,14,9,41.27,51.924341,-131.630811,17.42
2025,1,16,17,41,7.7,50.806201,-130.579875,16.992
2025,1,16,17,48,45,50.897241,-130.714372,11.375
2025,1,16,18,10,39.74,51.380762,-130.607072,10.697
2025,1,16,19,6,0.87,51.125928,-130.966154,9.35
2025,1,16,20,55,48.99,50.978621,-130.614868,10.576
2025,1,16,23,2,9.1,50.981498,-130.617106,9.333
2025,1,16,23,16,8.61,50.952332,-130.510368,6.629
2025,1,16,23,25,58.84,51.098735,-130.959033,14.891
2025,1,17,0,56,52.87,50.610815,-130.345947,26.334
2025,1,17,1,24,44.18,50.881966,-130.682389,12.296
2025,1,17,1,39,30.9,50.878967,-130.689779,10.648
2025,1,17,2,6,47.13,50.881653,-130.691187,11.667
2025,1,17,2,41,23.32,51.526611,-130.824512,9.174
2025,1,17,2,42,3.71,51.525818,-130.828328,9.57
2025,1,17,3,17,15.92,51.042839,-130.588045,12.352
2025,1,17,5,8,39.28,52.058028,-132.096696,22.114
2025,1,17,7,5,1.64,51.06259,-130.571598,16.614
2025,1,17,8,37,30.31,50.888302,-130.486271,6.372
2025,1,17,12,52,22.28,50.964502,-130.604777,1.717
2025,1,17,16,0,3.64,50.988985,-130.623397,15.116
2025,1,17,16,30,47.23,51.477568,-130.774341,6.893
2025,1,17,16,59,32.88,51.393905,-131.0479,8.182
2025,1,17,17,33,59.69,51.515157,-130.789242,20.09
2025,1,17,17,36,7.25,50.995475,-130.615324,19.419
2025,1,17,21,12,10.07,50.804907,-130.577897,6.987
2025,1,17,21,47,13.17,50.983907,-130.622933,12.878
2025,1,17,21,47,58.69,50.983427,-130.622925,9.807
2025,1,17,21,49,43.24,50.978064,-130.607015,8.13
2025,1,17,22,4,25.85,50.997205,-130.610409,22.66
2025,1,17,23,36,51.68,51.267993,-131.158455,4.349
2025,1,17,23,44,22,50.976416,-130.605941,7.808
2025,1,17,23,50,25.92,50.984367,-130.616626,12.9
2025,1,18,0,13,41.02,50.975863,-130.607487,8.412
2025,1,18,1,6,44.16,50.983435,-130.50887,6.776
2025,1,18,2,10,49.54,50.976453,-130.610124,11.022
2025,1,18,2,32,39.18,50.993567,-130.619417,19.433
2025,1,18,3,0,33.29,51.500273,-130.788477,10.932
2025,1,18,3,13,7.05,50.975297,-130.604102,6.871
2025,1,18,3,15,5.99,51.527861,-130.829964,9.208
2025,1,18,3,27,9.13,51.345683,-130.811743,19.169
2025,1,18,4,7,15.4,50.358773,-130.350033,7.305
2025,1,18,4,11,39.85,51.537683,-130.823608,12.497
2025,1,18,4,59,26.39,51.480135,-130.779761,11.546
2025,1,18,5,0,16.56,51.253556,-130.717741,9.988
2025,1,18,5,8,34.49,51.255261,-130.723413,9.259
2025,1,18,5,9,59.36,50.636271,-130.405078,23.182
2025,1,18,5,56,38.32,51.318465,-131.201636,14.887
2025,1,18,7,12,10.33,51.938729,-131.469491,18.338
2025,1,18,8,5,59.22,51.31405,-131.190812,22.088
2025,1,18,8,31,28.34,51.525765,-130.81604,6.49
2025,1,18,10,23,27.82,50.98844,-130.574284,9.918
2025,1,18,12,5,48.68,51.349133,-130.760246,9.461
2025,1,18,15,22,26.7,51.398824,-130.740934,9.438
2025,1,18,15,54,53.32,51.034762,-130.584359,1.056
2025,1,18,15,56,16.96,50.991882,-130.62207,16.6
2025,1,18,16,2,10.85,50.977214,-130.608846,10.408
2025,1,18,16,3,58.15,51.02784,-130.607764,0.655
2025,1,18,16,52,58.81,51.349874,-130.686418,7.529
2025,1,18,17,24,35.08,51.055566,-130.571305,14.552
2025,1,18,17,49,20.32,51.367944,-130.726066,6.855
2025,1,18,20,27,39.22,51.480554,-130.77644,11.505
2025,1,18,21,36,46.64,51.038334,-130.564884,15.051
2025,1,18,22,33,38.81,50.992452,-130.622095,16.554
2025,1,18,22,54,17.32,51.012301,-130.561003,15.585
2025,1,18,23,9,58.43,50.985881,-130.578182,18.207
2025,1,18,23,12,48.34,50.966736,-130.58868,7.474
2025,1,18,23,42,2.46,50.595846,-130.319922,30.181
2025,1,19,0,7,37.46,51.419507,-130.740584,9.51
2025,1,19,0,28,29.5,50.980798,-130.619865,10.193
2025,1,19,0,51,24.51,51.257056,-131.131104,6.678
2025,1,19,0,58,40.16,50.979293,-130.606226,17.681
2025,1,19,2,44,5.9,50.97299,-130.623104,18.369
2025,1,19,3,40,57.44,51.479712,-130.778003,12.441
2025,1,19,4,2,15.54,50.751408,-130.482633,6.138
2025,1,19,4,28,6.97,51.417061,-131.206958,9.165
2025,1,19,5,45,45.43,51.398006,-131.246598,13.477
2025,1,19,6,3,3.46,50.67725,-130.390999,1.515
2025,1,19,7,1,13.84,50.776811,-130.494922,17.596
2025,1,19,7,25,40.46,50.611117,-130.351945,24.904
2025,1,19,7,54,33.49,51.895382,-131.185311,21.164
2025,1,19,8,8,4.52,50.623885,-130.377035,30.718
2025,1,19,10,24,6.06,51.921887,-131.344466,10.706
2025,1,19,11,31,25.68,50.600208,-130.361206,24.069
2025,1,19,13,10,59.12,51.330709,-130.915397,5.706
2025,1,19,13,38,7.12,51.506384,-130.788582,10.09
2025,1,19,14,0,55.35,50.960588,-130.599154,12.225
2025,1,19,14,36,31.26,51.92546,-131.675464,19.659
2025,1,19,14,48,13.04,51.921859,-131.685588,17.764
2025,1,19,15,10,42.88,51.360771,-130.596086,25.015
2025,1,19,19,51,41.5,51.27666,-130.778044,6.929
2025,1,19,21,5,30.43,51.366626,-131.181738,10.714
2025,1,19,21,47,35,51.246411,-131.12653,12.597
2025,1,20,0,10,32.82,51.247904,-130.737321,15.202
2025,1,20,2,3,6.5,51.045833,-130.564982,13.818
2025,1,20,2,27,8.18,50.980294,-130.614046,9.868
2025,1,20,2,59,44.39,51.047306,-130.56674,14.186
2025,1,20,5,17,43.52,52.146859,-132.111019,23.18
2025,1,20,5,25,4.07,50.967798,-130.499935,9.515
2025,1,20,5,34,48.72,51.097689,-130.62985,16.134
2025,1,20,7,3,58.73,50.820829,-130.518547,9.749
2025,1,20,7,9,36.91,52.362008,-131.863436,27.104
2025,1,20,7,29,14.06,50.995793,-130.617448,15.627
2025,1,20,8,19,11.06,50.673295,-130.433032,8.594
2025,1,20,13,4,36.52,50.722054,-130.500472,5.931
2025,1,20,15,6,56.25,51.361898,-130.67089,2.989
2025,1,20,16,21,0.41,51.367655,-130.70861,9.303
2025,1,20,18,58,32.22,50.815104,-130.492253,4.729
2025,1,20,19,22,24.18,51.372839,-130.530778,1.638
2025,1,21,1,4,50.73,50.970386,-130.62054,12.163
2025,1,21,2,26,3.13,51.272111,-131.153149,14.418
2025,1,21,3,48,27.33,52.521427,-132.254411,43.827
2025,1,21,5,34,24.39,50.977075,-130.609106,8.623
2025,1,21,6,1,41.52,50.893368,-130.709701,16.954
2025,1,21,6,17,45.97,51.132646,-130.431763,15.038
2025,1,21,7,21,20.26,52.067802,-132.097355,20.865
2025,1,21,8,7,58.84,51.534737,-130.831714,9.975
2025,1,21,8,45,43.85,50.976058,-130.612524,9.675
2025,1,21,9,15,21.11,51.35387,-130.674064,19.015
2025,1,21,12,5,1.24,51.368652,-130.713989,9.614
2025,1,21,12,34,27.64,50.979622,-130.480314,6.648
2025,1,21,12,38,3.04,50.988375,-130.615828,19.137
2025,1,21,12,38,43.89,50.9771,-130.604777,7.177
2025,1,21,13,10,50.65,50.981803,-130.623226,13.658
2025,1,21,13,27,9.79,50.958683,-130.776668,12.635
2025,1,21,14,34,22.04,51.043958,-130.565649,14.652
2025,1,21,17,22,22.5,51.335262,-130.689315,8.965
2025,1,21,18,36,29.62,51.045284,-130.565291,14.539
2025,1,21,20,1,8.37,51.017773,-130.585653,10.239
2025,1,21,21,9,48.36,51.530745,-130.831307,10.977
2025,1,21,22,48,11.82,52.439876,-132.491138,7.681
2025,1,22,0,1,49.56,50.884595,-130.701359,10.025
2025,1,22,0,8,3.42,51.496517,-130.773381,8.087
2025,1,22,0,16,0.72,50.60542,-130.380705,33.683
2025,1,22,1,35,28.86,51.366138,-130.67015,6.275
2025,1,22,2,46,43.08,50.975578,-130.617651,10.532
2025,1,22,3,4,16.45,51.069836,-130.562313,14.9
2025,1,22,5,4,46.18,51.276021,-130.73702,6.769
2025,1,22,6,36,39.71,50.982869,-130.621785,13.069
2025,1,22,7,48,14.75,50.693958,-130.55682,20.635
2025,1,22,7,50,53.06,50.694893,-130.552108,19.567
2025,1,22,10,36,33.47,50.687984,-130.554679,21.287
2025,1,22,11,7,26.18,51.291443,-131.170475,16.135
2025,1,22,11,23,36.3,50.981616,-130.612687,11.566
2025,1,22,11,46,38.97,51.359123,-130.581999,9.384
2025,1,22,13,7,1.92,50.970492,-130.598275,7.41
2025,1,22,16,32,39.73,50.975187,-130.606665,8.61
2025,1,22,16,46,15.74,52.025793,-131.826693,6.366
2025,1,22,17,11,54.09,50.977319,-130.608398,7.603
2025,1,22,17,24,56.23,50.975419,-130.608667,8.725
2025,1,22,19,37,0.02,50.89904,-130.720337,12.061
2025,1,22,21,4,2.69,50.776213,-130.508569,15.896
2025,1,22,21,27,44.74,51.35402,-130.790348,10.145
2025,1,22,22,46,51.21,50.675342,-130.410392,6.647
2025,1,23,1,8,43.71,51.036707,-130.567749,13.92
2025,1,23,1,9,17.95,51.036686,-130.563387,13.507
2025,1,23,2,10,19.14,51.36335,-130.576489,9.519
2025,1,23,3,7,33.22,50.404924,-130.283285,19.951
2025,1,23,3,16,24.01,51.481189,-130.770695,10.724
2025,1,23,3,24,42.43,51.668188,-131.251147,17.009
2025,1,23,3,25,33.33,50.985636,-130.62452,12.34
2025,1,23,3,39,48.63,50.975798,-130.611979,11.117
2025,1,23,4,2,18.5,50.415275,-130.272909,2.467
2025,1,23,4,7,22.69,50.405237,-130.280941,5.144
2025,1,23,4,18,10.7,50.40273,-130.281299,2.79
2025,1,23,4,29,40.55,52.515365,-132.238973,45.332
2025,1,23,5,9,18.1,52.138672,-132.143921,22.854
2025,1,23,5,39,17.5,51.493717,-130.774756,10.408
2025,1,23,5,54,11.54,50.402706,-130.282414,4.812
2025,1,23,7,13,41.49,51.550574,-130.842358,7.843
2025,1,23,7,57,1.68,51.66569,-131.25214,16.291
2025,1,23,7,58,46.93,50.403695,-130.27863,5.856
2025,1,23,9,41,43.43,50.753048,-130.483285,5.491
2025,1,23,10,32,17.68,50.994649,-130.621069,19.616
2025,1,23,11,6,11.06,51.283053,-131.156095,5.817
2025,1,23,11,54,8.61,51.516744,-130.802523,15.52
2025,1,23,12,59,34.46,50.814978,-130.581014,6.911
2025,1,23,14,5,42.27,52.049768,-132.051961,16.267
2025,1,23,16,27,40.97,50.977441,-130.612337,8.464
2025,1,23,16,34,26.71,51.496529,-130.77417,1.462
2025,1,23,16,49,8.24,51.485128,-130.776945,13.496
2025,1,23,16,57,59.66,51.622172,-131.292106,12.36
2025,1,23,17,10,11.52,50.977568,-130.613298,8.443
2025,1,23,17,41,15.96,51.622803,-131.291732,12.244
2025,1,23,17,58,59.6,51.509656,-130.787793,12.013
2025,1,23,19,16,28.12,51.515438,-130.798844,11.659
2025,1,23,19,50,19.3,50.39919,-130.287663,2.686
2025,1,23,22,7,15.74,51.421143,-130.722909,9.851
2025,1,23,23,21,28.51,50.98112,-130.622062,9.214
2025,1,24,0,29,7.2,51.348275,-130.719295,7.905
2025,1,24,1,38,42.54,51.251587,-131.127466,14.039
2025,1,24,1,40,51.55,51.2545,-131.125277,12.311
2025,1,24,1,51,0.37,51.270626,-131.113656,8.298
2025,1,24,3,25,11.91,50.644067,-130.364185,19.758
2025,1,24,3,28,28.33,52.273775,-132.571558,8.051
2025,1,24,4,33,35.44,50.692623,-130.444132,21.848
2025,1,24,7,32,12.31,51.072673,-130.545378,16.883
2025,1,24,7,37,50.61,51.068978,-130.542448,15.977
2025,1,24,9,49,1.49,51.526347,-130.82452,9.331
2025,1,24,10,31,53.12,51.283276,-131.165812,13.479
2025,1,24,13,8,3.22,51.516158,-130.795036,20.513
2025,1,24,13,17,44.36,51.023958,-130.527547,15.208
2025,1,24,13,18,46.19,51.021729,-130.530697,14.873
2025,1,24,14,40,43.07,50.903593,-130.728507,20.131
2025,1,24,14,55,7.33,50.984054,-130.620662,12.383
2025,1,24,14,59,55,51.40988,-130.72758,8.375
2025,1,24,15,6,58.61,51.536995,-130.84078,9.847
2025,1,24,15,7,26.74,51.539982,-130.835099,9.421
2025,1,24,16,16,12.25,51.489148,-130.778402,12.026
2025,1,24,18,32,47.57,51.00575,-130.599642,14.286
2025,1,24,22,56,21,51.524329,-130.825439,12.368
2025,1,25,6,18,27.08,51.371269,-130.720915,6.934
2025,1,25,10,49,15.8,51.475175,-130.769491,1.882
2025,1,25,11,6,12.55,50.984233,-130.623568,13.508
2025,1,25,11,40,56.08,51.500549,-130.783577,6.769
2025,1,25,12,41,42.36,51.283634,-130.735449,6.268
2025,1,25,13,38,56.89,51.48527,-130.780249,15.135
2025,1,25,13,39,13.94,51.488444,-130.774674,12.877
2025,1,25,14,47,37.98,51.360775,-130.576766,9.149
2025,1,25,15,3,49.34,50.98536,-130.586401,20.35
2025,1,25,15,10,35.14,51.210148,-130.659684,10.493
2025,1,25,15,21,40.51,50.981234,-130.612419,10.409
2025,1,25,15,40,33.56,51.371606,-130.587207,9.737
2025,1,25,16,24,48.05,50.979297,-130.619832,12.346
2025,1,25,16,35,32.68,51.479004,-130.780306,11.129
2025,1,25,18,17,34.39,50.955143,-130.536027,9.292
2025,1,25,18,44,21.15,51.525883,-130.827287,9.426
2025,1,25,19,16,35.64,50.767456,-130.504191,20.752
2025,1,25,21,23,57.61,51.363672,-130.716488,11.226
2025,1,25,22,34,14.99,51.253451,-130.785555,6.875
2025,1,25,22,42,26.77,50.980298,-130.635685,7.534
2025,1,26,0,0,31.72,51.005579,-130.537541,12.17
2025,1,26,6,18,50.3,51.664604,-130.945426,20.113
2025,1,26,8,40,54.63,51.358346,-130.67439,21.961
2025,1,26,8,41,57,51.360856,-130.669735,7.493
2025,1,26,9,9,19.67,51.533793,-130.825977,9.616
2025,1,26,9,9,48.86,51.530074,-130.835132,9.266
2025,1,26,9,15,15.58,51.53479,-130.830786,9.371
2025,1,26,10,2,31.4,50.887573,-130.700895,12.223
2025,1,26,11,35,0.13,51.477808,-130.766854,14.386
2025,1,26,11,37,45.08,50.889876,-130.703312,10.232
2025,1,26,13,15,12.18,50.646476,-130.400195,14.391
2025,1,26,21,46,59.13,51.276143,-130.736572,6.206
2025,1,26,21,47,37.15,51.276168,-130.735946,9.417
2025,1,26,21,48,43.84,51.280062,-130.733887,11.931
2025,1,26,21,57,35.31,51.27679,-130.737427,9.098
2025,1,27,0,0,50.15,50.802039,-130.536857,9.106
2025,1,27,1,20,41.59,50.976404,-130.60979,6.939
2025,1,27,3,14,46.58,50.709196,-130.537101,15.209
2025,1,27,5,7,14.89,51.291573,-130.727474,6.715
2025,1,27,5,38,30.86,51.136772,-130.951294,7.797
2025,1,27,6,9,5.38,51.541317,-130.835498,9.62
2025,1,27,7,13,58.63,50.620052,-130.397428,22.087
2025,1,27,9,6,5.65,51.374129,-130.681934,5.629
2025,1,27,12,37,59.03,50.979488,-130.571045,17.433
2025,1,27,14,41,50.78,50.884961,-130.70096,10.479
2025,1,27,14,43,41.76,50.879057,-130.705037,11.051
2025,1,27,14,50,36.46,50.892204,-130.712524,14.019
2025,1,27,15,24,12.82,50.96993,-130.554313,6.459
2025,1,27,16,45,56.62,51.351217,-131.160067,9.449
2025,1,27,17,43,41,50.605465,-130.334521,22.103
2025,1,27,17,55,48.29,51.533549,-130.833073,9.737
2025,1,27,18,25,22.33,50.992383,-130.454435,7.431
2025,1,27,18,27,44.49,50.977791,-130.614461,8.889
2025,1,27,20,41,48.16,50.59624,-130.345288,25.704
2025,1,27,23,9,20.2,51.460465,-130.75201,12.414
2025,1,28,1,31,56.6,51.786898,-131.345036,23.669
2025,1,28,1,46,31.62,51.480802,-130.7764,11.647
2025,1,28,1,59,38.52,51.558415,-130.838851,12.972
2025,1,28,3,45,5.15,50.83669,-130.545776,15.174
2025,1,28,4,42,4.23,50.792358,-130.472616,1.87
2025,1,28,4,50,41.52,51.486662,-130.785457,8.546
2025,1,28,5,10,51.79,51.713916,-131.400643,9.479
2025,1,28,5,27,52.98,50.974943,-130.615356,7.585
2025,1,28,5,54,2.32,50.989201,-130.609945,19.925
2025,1,28,5,56,8.79,51.535982,-130.833382,9.699
2025,1,28,6,18,22.32,51.249292,-131.124959,12.013
2025,1,28,7,17,12.82,50.969649,-130.575789,12.357
2025,1,28,7,30,26.94,50.991846,-130.621623,15.006
2025,1,28,8,11,17.9,51.351078,-130.672811,10.958
2025,1,28,8,23,8.7,51.349528,-130.679045,10.561
2025,1,28,8,45,9.69,51.370565,-130.603605,4.735
2025,1,28,9,8,48.93,51.349308,-130.685897,10.331
2025,1,28,10,29,22.1,51.041895,-130.575374,14.632
2025,1,28,13,5,52.24,50.915417,-130.60341,6.806
2025,1,28,13,16,38.42,50.915442,-130.604541,6.554
2025,1,28,15,24,49.33,50.899227,-130.532837,8.414
2025,1,28,16,5,51.76,51.202075,-131.065389,16.687
2025,1,28,17,8,49.88,50.915116,-130.603133,6.487
2025,1,28,17,17,15.18,50.914616,-130.606673,6.825
2025,1,28,17,50,26.4,51.020626,-130.52019,13.718
2025,1,28,17,52,3.72,51.533248,-130.828247,10.141
2025,1,28,18,6,24.48,50.816931,-130.588151,14.321
2025,1,28,18,11,5.7,50.821139,-130.617472,19.368
2025,1,28,19,26,1.38,50.711938,-130.574284,20.686
2025,1,28,20,6,38.16,50.811475,-130.586271,13.05
2025,1,28,20,21,57.92,51.533866,-130.83374,10.539
2025,1,28,21,20,42.41,50.914246,-130.602596,6.804
2025,1,28,22,25,39.59,52.122884,-131.838232,16.726
2025,1,28,22,46,35.26,50.914282,-130.603499,6.812
2025,1,29,0,35,46.72,51.049178,-130.566447,12.523
2025,1,29,0,49,5.24,51.484456,-130.770353,9.133
2025,1,29,7,47,7.26,51.279338,-130.770638,8.158
2025,1,29,9,34,15.38,51.917688,-131.640145,17.927
2025,1,29,10,9,18.07,51.423751,-131.272209,9.057
2025,1,29,10,39,8.09,51.494889,-130.78444,10.692
2025,1,29,13,34,58.63,50.846916,-130.447681,5.913
2025,1,29,16,2,46.94,51.529582,-130.810392,20.445
2025,1,29,17,43,6.71,51.285034,-131.110335,9.022
2025,1,29,19,3,43.12,51.786678,-131.213118,8.335
2025,1,29,20,30,46.01,51.281376,-131.161255,12.676
2025,1,29,20,38,4.93,51.437382,-130.751872,16.212
2025,1,29,20,39,57.39,51.379484,-131.240617,11.176
2025,1,29,23,18,18.82,51.363578,-131.086727,6.91
2025,1,29,23,19,56.1,51.363497,-131.082918,6.404
2025,1,29,23,24,9.14,51.361125,-131.086247,8.373
2025,1,30,0,26,56.87,50.915295,-130.602799,6.767
2025,1,30,0,35,50.37,50.900741,-130.727954,21.208
2025,1,30,0,52,46.09,51.528752,-130.829704,11.01
2025,1,30,1,4,24.4,51.472099,-131.265177,14.988
2025,1,30,1,34,41.63,51.502421,-130.79799,6.396
2025,1,30,1,38,34.2,50.983195,-130.613534,9.803
2025,1,30,2,0,34.18,51.433948,-130.759367,12.827
2025,1,30,2,9,14.72,52.058484,-132.093018,22.503
2025,1,30,2,19,29.59,51.414136,-130.757796,9.011
2025,1,30,5,26,19.8,52.516813,-132.255273,43.565
2025,1,30,6,18,12.72,51.497424,-131.271525,17.489
2025,1,30,7,24,51.97,50.897319,-130.719808,14.534
2025,1,30,9,17,23.81,50.821619,-130.543652,8.486
2025,1,30,9,20,32.62,50.777812,-130.521257,9.092
2025,1,30,9,23,28.77,50.797306,-130.556706,24.383
2025,1,30,9,44,55.85,51.391496,-130.726937,11.199
2025,1,30,10,52,26.34,51.394084,-130.707414,8.339
2025,1,30,10,54,53.48,51.894975,-131.404574,13.767
2025,1,30,16,56,25.28,51.478194,-130.769515,1.411
2025,1,30,18,52,50.92,52.049601,-132.095133,21.872
2025,1,30,19,48,41.3,51.038774,-130.565267,12.851
2025,1,30,20,2,13.73,51.386446,-130.721826,8.649
2025,1,30,20,50,21.06,50.999475,-130.572062,14.553
2025,1,30,20,51,38.88,50.989889,-130.575724,13.254
2025,1,30,21,9,42.87,50.995642,-130.577035,16.28
2025,1,30,22,19,4.18,50.894739,-130.713477,14.04
2025,1,30,22,42,10.37,50.995557,-130.573934,13.342
2025,1,31,1,14,21.24,51.46121,-130.754834,7.815
2025,1,31,1,56,34.57,50.896403,-130.71342,12.214
2025,1,31,1,59,56.52,52.105819,-131.849691,19.119
2025,1,31,2,8,36,50.994869,-130.568945,12.352
2025,1,31,3,45,18.08,51.518901,-130.816382,10.713
2025,1,31,4,38,10.48,51.548844,-130.847803,7.754
2025,1,31,5,12,9.93,51.398275,-130.731746,12.538
2025,1,31,5,12,41.57,51.399178,-130.745036,13.137
2025,1,31,5,26,47.52,50.838009,-130.512459,15.861
2025,1,31,7,13,26.1,50.379285,-130.142977,5.116
2025,1,31,9,28,6.82,51.392208,-131.050334,8.237
2025,1,31,10,9,59.34,50.996037,-130.543717,9.991
2025,1,31,10,57,13.01,50.845097,-130.526864,17.904
2025,1,31,16,48,40.46,50.679366,-130.475439,20.837
2025,1,31,17,6,33.15,51.581775,-131.300553,16.574
2025,1,31,19,32,1.31,51.440983,-130.773812,13.329
2025,2,1,2,36,36.14,50.89104,-130.711418,11.494
2025,2,1,3,49,18.26,51.500883,-130.793229,9.33
2025,2,1,3,50,45.03,51.207869,-130.66346,9.493
2025,2,1,4,8,52.38,50.950232,-130.563656,13.529
2025,2,1,7,22,49.42,51.489998,-130.773446,7.776
2025,2,1,10,27,59.47,50.785465,-130.507943,5.952
2025,2,1,11,51,42.55,50.997209,-130.570996,14.376
2025,2,1,12,4,32.91,51.541199,-130.827515,12.478
2025,2,1,14,14,21.05,50.727177,-130.579272,16.796
2025,2,1,15,13,24,50.984534,-130.620898,14.086
2025,2,1,19,44,38.23,51.459827,-130.745313,10.109
2025,2,1,21,5,31.46,51.481616,-130.753621,12.343
2025,2,2,0,53,28.86,50.759973,-130.545142,8.434
2025,2,2,2,24,18.38,50.873633,-130.707992,21.382
2025,2,2,2,51,16.31,51.525777,-130.822624,9.312
2025,2,2,3,32,2.56,50.92688,-130.734977,16.136
2025,2,2,4,48,57.35,51.370565,-131.140153,9.866
2025,2,2,5,36,46.22,50.899858,-130.717244,11.424
2025,2,2,6,36,14.1,50.716654,-130.58221,20.457
2025,2,2,10,4,51.93,50.653223,-130.399609,23.211
2025,2,2,13,9,26.54,50.691801,-130.427897,1.562
2025,2,2,15,4,0.76,50.942143,-130.75494,12.476
2025,2,2,16,33,59.35,51.137268,-130.69939,11.208
2025,2,2,16,52,32.55,50.992074,-130.576066,12.141
2025,2,2,20,46,31.15,50.897469,-130.714111,13.512
2025,2,2,22,40,13.79,51.37819,-131.062809,9.882
2025,2,2,23,18,24.74,51.48422,-130.770508,10.747
2025,2,2,23,54,45.69,51.416687,-130.720109,14.707
2025,2,3,0,25,33.15,51.284778,-131.175399,18.387
2025,2,3,0,52,38.47,51.279525,-131.152661,11.787
2025,2,3,1,44,35.88,51.286788,-131.1663,10.127
2025,2,3,2,33,37.66,50.999821,-130.570557,13.968
2025,2,3,2,59,32.12,51.280904,-131.142586,10.731
2025,2,3,4,13,24.19,51.345093,-131.196077,12.066
2025,2,3,4,45,8.6,51.332825,-131.212313,8.575
2025,2,3,5,5,6.57,51.49694,-130.775936,5.687
2025,2,3,5,33,27.42,51.290458,-131.173747,14.276
2025,2,3,8,48,13.68,51.276937,-131.154321,8.078
2025,2,3,9,57,51.63,51.347603,-130.820638,11.234
2025,2,3,10,46,15.73,51.476034,-130.774504,7.747
2025,2,3,11,42,57.12,50.653406,-130.463566,22.513
2025,2,3,13,0,30.12,51.281657,-131.170467,11.786
2025,2,3,13,15,2.57,50.996887,-130.57076,14.339
2025,2,3,14,17,43.51,51.46213,-130.751188,8.702
2025,2,3,14,42,25.57,50.983057,-130.564274,6.627
2025,2,3,14,52,9.74,50.8205,-130.592489,13.983
2025,2,3,15,36,17.15,50.994568,-130.5743,12.576
2025,2,3,18,6,16.85,50.997009,-130.571785,14.039
2025,2,3,18,32,51.01,51.278792,-131.154614,8.43
2025,2,3,18,45,17.24,51.001705,-130.564054,17.916
2025,2,3,18,50,9.54,51.274129,-131.152596,14.739
2025,2,3,18,51,59.7,51.274536,-131.156486,17.8
2025,2,3,19,27,1.61,51.001514,-130.558854,18.645
2025,2,3,19,29,3.81,50.609017,-130.362402,28.766
2025,2,3,20,12,2.72,51.274654,-131.154915,13.186
2025,2,3,20,19,40.85,51.274532,-131.153654,12.969
2025,2,3,20,58,31.6,50.642887,-130.354468,26.81
2025,2,3,21,10,43.69,51.365055,-130.597046,19.892
2025,2,4,1,13,7.28,52.336202,-131.925708,37.756
2025,2,4,1,17,31.81,52.33265,-131.91368,37.028
2025,2,4,2,23,49.61,51.875757,-131.404272,21.077
2025,2,4,3,55,0.99,52.336955,-131.920557,38.509
2025,2,4,4,39,0.63,51.283346,-131.177401,14.795
2025,2,4,4,41,23.57,51.534277,-130.827734,9.254
2025,2,4,4,56,11.98,51.357869,-130.566341,9.754
2025,2,4,5,30,7.17,51.361385,-130.581177,9.738
2025,2,4,7,56,3.59,51.194421,-130.691414,13.05
2025,2,4,11,36,36.23,51.539461,-130.824211,12.684
2025,2,4,13,3,27.19,51.436051,-130.733016,13.551
2025,2,4,15,54,43.28,50.633675,-130.42513,27.45
2025,2,4,15,59,48.89,52.158573,-132.101025,22.563
2025,2,4,16,54,47.2,50.857507,-130.455998,6.996
2025,2,4,18,5,0.01,51.338932,-131.205542,12.824
2025,2,4,18,9,25.11,50.99753,-130.571509,13.368
2025,2,4,18,19,1.57,51.338497,-131.200537,14.496
2025,2,4,18,19,33.95,51.33398,-131.207259,12.477
2025,2,4,18,22,0.17,51.334001,-131.20944,11.854
2025,2,4,18,28,8.05,51.337309,-131.206006,13.118
2025,2,4,18,29,5.73,51.33842,-131.203158,13.992
