#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,https://www.earthscope.org/data/
UW|RED|46.297359|-119.438797|330.0|Red Mountain, Hanford, WA, USA|2011-11-26T00:00:00|2019-04-09T00:00:00
UW|RER|46.81858|-121.8425|1751.1|Emerald Ridge, Mount Rainier, WA, USA|1989-07-13T00:00:00|2599-12-31T23:59:59
UW|RHAZ|47.540199|-122.184929|108.0|Hazelwood ES ANSS-SMO|2000-08-01T00:00:00|2014-07-03T00:00:00
UW|RNO|43.916199|-123.72496|850.0|Roman Nose, OR, USA|1991-09-25T00:00:00|2022-11-10T00:00:00
UW|ROSS|45.66178|-122.65815|61.0|Ross BPA, Vancouver, WA, USA|1999-07-21T00:00:00|2599-12-31T23:59:59
UW|RPW|48.44817|-121.514847|850.0|Rockport, WA, USA|1973-01-01T00:00:00|2021-02-23T00:00:00
UW|RRHS|46.79942|-123.04165|48.9|Rochester High School, Rochester, WA, USA|2001-06-20T00:00:00|2599-12-31T23:59:59
UW|RSW|46.39436|-119.592468|1045.0|Rattlesnake Mt. (East)|1970-07-01T00:00:00|2599-12-31T23:59:59
UW|RVC|46.94408|-121.97419|1000.0|Mt. Rainier - Voight Creek, WA, USA|1983-01-01T00:00:00|2021-01-10T00:00:00
UW|RVW|46.14975|-122.742996|504.0|Rose Valley|1981-02-01T00:00:00|2018-08-17T00:00:00
UW|SAW|47.70153|-119.40165|701.0|St. Andrews, WA, USA|1970-07-01T00:00:00|2599-12-31T23:59:59
UW|SBES|48.768139|-122.416328|119.0|Silver Beach ES SMO|2000-03-01T00:00:00|2014-07-03T00:00:00
UW|SCC|47.749649|-122.361053|147.0|Shoreline CC, Shoreline, WA, USA|2003-08-28T00:00:00|2021-06-02T00:00:00
UW|SEA|47.654209|-122.30938|37.3|UW Geophysics seismic pier, JHN-B075, Seattle, WA, USA|1983-07-19T00:00:00|2599-12-31T23:59:59
UW|SEAS|45.9976|-123.92449|4.6|Seaside, OR, USA|2004-01-30T00:00:00|2599-12-31T23:59:59
UW|SHUK|48.85284|-121.67695|1516.0|Shuksan (Mt. Baker Ski Area), WA, USA|2009-09-02T00:00:00|2599-12-31T23:59:59
UW|SHW|46.19364|-122.23492|1442.0|Mt. St. Helens West, WA, USA|1972-10-01T00:00:00|2599-12-31T23:59:59
UW|SLA|47.582088|-122.331451|6.0|Seattle Liquefaction Array|2012-02-24T00:00:00|2599-12-31T23:59:59
UW|SLF|47.76058|-120.52946|1738.7|Sugar Loaf, WA, USA|1998-09-17T00:00:00|2599-12-31T23:59:59
UW|SMNR|47.2046|-122.2315|22.0|Sumner HS ANSS-SMO|2001-07-01T00:00:00|2018-05-30T00:00:00
UW|SMW|47.31945|-123.34445|877.0|South Mtn., WA, USA|1975-03-01T00:00:00|2021-12-06T00:00:00
UW|SNI|46.46386|-119.660889|323.0|Snively, Hanford, WA, USA (old PNNL station)|2011-04-01T00:00:00|2599-12-31T23:59:59
UW|SOS|46.243858|-122.137871|1270.0|Source of Smith Creek previous ISC code: SOSW|1980-05-16T00:00:00|2599-12-31T23:59:59
UW|SP2|47.55629|-122.249229|22.2|Seward Park, Seattle, WA, USA|1997-07-01T00:00:00|2599-12-31T23:59:59
UW|SQM|48.073681|-123.048058|45.0|PNNL - Sequim, WA, USA|2000-08-01T00:00:00|2019-09-17T00:00:00
UW|SSO|44.855801|-122.4617|1242.0|Sweet Springs, Oregon previous ISC code: SSOR|1991-08-27T00:00:00|2017-09-19T00:00:00
UW|SSS1|47.581799|-122.331093|5.0|John Stanford Center borehole, Seattle, ANSS-SMO|2004-10-25T00:00:00|2599-12-31T23:59:59
UW|SSS2|47.5818|-122.33109|5.0|John Stanford Center, Seattle, WA, USA|2004-10-25T00:00:00|2599-12-31T23:59:59
UW|STAR|46.850849|-121.792953|3365.0|St. Andrews Rock, Mt. Rainier, WA|2008-09-15T00:00:00|2599-12-31T23:59:59
UW|STD|46.23761|-122.223961|1268.0|Studebaker Ridge|1982-05-01T00:00:00|2017-09-14T00:00:00
UW|STOR|47.188099|-121.9888|272.5|Enumclaw, WA, USA|2008-12-03T00:00:00|2599-12-31T23:59:59
UW|STW|48.150669|-123.671059|318.4|Striped Peak, Port Angeles, WA, USA|1973-06-01T00:00:00|2599-12-31T23:59:59
UW|SVOH|48.2892|-122.633163|22.0|Skagit Valley CC, WA, USA|2001-09-14T00:00:00|2599-12-31T23:59:59
UW|SVTR|47.495762|-121.781593|146.0|Two Rivers School, Snoqualmie Valley ANSS SMO|2002-09-20T00:00:00|2014-02-19T00:00:00
UW|SWID|48.01285|-122.41101|62.0|South Whidbey SD ANSS-SMO|2001-07-01T00:00:00|2599-12-31T23:59:59
UW|TAKO|43.74313|-124.08337|12.0|Reedsport, OR, USA|2001-10-24T00:00:00|2599-12-31T23:59:59
UW|TBM|47.16985|-120.59918|1006.0|Table Mt., WA, USA|1973-01-01T00:00:00|2599-12-31T23:59:59
UW|TBPA|47.25788|-122.36818|2.0|Tacoma BPA, WA, USA|1998-08-18T00:00:00|2599-12-31T23:59:59
UW|TDH|45.289998|-121.791446|1539.0|Tom,Dick,Harry Mt., OR, USA|1982-09-01T00:00:00|2599-12-31T23:59:59
UW|TDL|46.35067|-122.21704|1400.0|Tradedollar Lake, WA, USA|1983-11-12T00:00:00|2599-12-31T23:59:59
UW|TIMB|45.33572|-121.710358|1869.0|Timberline, OR|2011-09-09T00:00:00|2013-10-31T00:00:00
UW|TKCO|47.53668|-122.30165|5.0|King CO EOC, Seattle, WA, USA|1999-10-29T00:00:00|2599-12-31T23:59:59
UW|TLW1|47.69295|-121.68879|531.0|Tolt Reservoir, Control House, WA|2009-04-02T00:00:00|2599-12-31T23:59:59
UW|TOLO|44.62161|-123.92305|12.0|Toledo, OR, USA|2001-10-23T00:00:00|2599-12-31T23:59:59
UW|TOLT|47.6947|-121.6895|541.0|Tolt Reservoir, WA, USA|2007-09-04T00:00:00|2599-12-31T23:59:59
UW|TRW|46.292068|-120.543121|723.0|Toppenish Ridge|1994-10-01T00:00:00|2599-12-31T23:59:59
UW|TUCA|46.513901|-118.1455|303.1|Starbuck, WA, USA|2009-01-08T00:00:00|2599-12-31T23:59:59
UW|TWW|47.13801|-120.86952|1027.0|Teanaway, WA, USA|1986-10-24T00:00:00|2017-01-13T00:00:00
UW|UMAT|45.2904|-118.9595|1327.8|Umatilla, OR, USA|2008-12-02T00:00:00|2599-12-31T23:59:59
UW|UMPQ|43.29089|-123.33188|164.4|Roseburg, OR, USA|2005-04-27T00:00:00|2599-12-31T23:59:59
UW|UPS|47.263939|-122.483643|113.0|U. Puget Sound, WA, USA|1997-01-01T00:00:00|2599-12-31T23:59:59
UW|UWFH|48.54593|-123.01324|7.5|Friday Harbor Laboratories, University of Washington|2001-08-02T00:00:00|2599-12-31T23:59:59
UW|VBE|45.06017|-121.58801|1544.0|Beaver Butte, OR, USA|1979-10-01T00:00:00|2023-07-28T00:00:00
UW|VCR|44.98267|-120.98932|1014.0|Criterion Ridge, OR, USA|1983-08-01T00:00:00|2599-12-31T23:59:59
UW|VFP|45.317992|-121.466299|1722.0|Flag Point, OR, USA|1980-10-01T00:00:00|2599-12-31T23:59:59
UW|VG2|45.155399|-122.272034|823.0|Goat Mt. Oregon  previous ISC code: GT2|1985-09-01T00:00:00|2014-09-14T00:00:00
UW|VGB|45.51551|-120.77867|729.0|Gordon Butte, OR, USA|1980-04-01T00:00:00|2022-12-13T00:00:00
UW|VIP|44.508018|-120.619972|1731.0|Ingram Pt., OR, USA|1979-12-01T00:00:00|2018-02-01T00:00:00
UW|VLL|45.463169|-121.680351|1195.0|Laurance Lk., Oregon|1980-10-01T00:00:00|2599-12-31T23:59:59
UW|VLM|45.538342|-122.040359|1150.0|Little Larch, Oregon previous ISC code: VLMM|1980-06-01T00:00:00|2599-12-31T23:59:59
UW|VT2|46.96704|-119.99922|385.0|Vantage2, WA, USA|1992-09-17T00:00:00|2599-12-31T23:59:59
UW|VTH|45.181019|-120.562492|773.0|The Trough, OR, USA|1980-03-01T00:00:00|2018-02-01T00:00:00
UW|VVHS|47.42345|-122.45488|96.0|Vashon High School, Vashon Island, WA, USA|2001-09-20T00:00:00|2599-12-31T23:59:59
UW|WA2|46.75519|-119.56681|244.0|Wahluke Slope, WA ,USA|1973-01-01T00:00:00|2599-12-31T23:59:59
UW|WAT|47.69852|-119.95517|821.0|Waterville previous ISC code: WTV|1976-11-01T00:00:00|2599-12-31T23:59:59
UW|WEL1|47.94767|-119.86202|241.0|Wells Dam, WA on earthfill|2008-05-20T00:00:00|2599-12-31T23:59:59
UW|WEL2|47.9481|-119.85902|254.0|Wells Dam abutment, WA|2008-05-21T00:00:00|2599-12-31T23:59:59
UW|WISC|47.609258|-122.175529|56.2|Wilburton Instructional Services Center, Bellevue, WA, USA|2000-07-17T00:00:00|2599-12-31T23:59:59
UW|WISH|47.11698|-123.77118|45.0|Wishka, WA, USA|2004-04-20T00:00:00|2599-12-31T23:59:59
UW|WIW|46.42919|-119.2888|128.0|Wooded Island, WA, USA|1970-07-14T00:00:00|2020-10-28T00:00:00
UW|WOLL|47.057301|-118.920998|395.1|Wollman Farm, Schrag, WA, USA|2008-11-10T00:00:00|2599-12-31T23:59:59
UW|WPO|45.57283|-122.790527|335.4|West Portland, OR, USA|1986-10-16T00:00:00|2599-12-31T23:59:59
UW|WPW|46.698639|-121.537338|1280.0|White Pass, WA, USA|1980-03-27T00:00:00|2017-04-19T00:00:00
UW|WRD|46.96986|-119.145958|375.0|Warden|1970-07-12T00:00:00|2599-12-31T23:59:59
UW|WRW|47.85665|-120.883|1159.0|Wenatchee Ridge, WA, USA|1998-09-16T00:00:00|2599-12-31T23:59:59
UW|WWHS|46.04527|-118.31829|296.0|Walla Walla HS ANSS SMO|2003-09-14T00:00:00|2599-12-31T23:59:59
UW|YA2|46.52652|-120.531181|652.0|Yakima|1994-07-22T00:00:00|2599-12-31T23:59:59
UW|YACT|45.9325|-122.4193|214.0|Yacolt, WA, USA|2005-05-10T00:00:00|2599-12-31T23:59:59
UW|YPT|46.04858|-118.963287|340.0|Yellepit, WA, USA|2000-08-01T00:00:00|2599-12-31T23:59:59
X9|BB030|42.9473|-126.933601|-2730.0|WHOI OBS ID S45|2012-09-18T00:00:00|2013-10-04T23:59:59
X9|BB060|42.856098|-126.113297|-2795.0|WHOI OBS ID S19|2012-09-19T00:00:00|2013-10-05T23:59:59
X9|BB070|43.306801|-126.006798|-3023.0|WHOI OBS ID S65|2012-09-19T00:00:00|2013-10-05T23:59:59
X9|BB090|43.3736|-126.660301|-2901.0|WHOI OBS ID S71|2012-09-20T00:00:00|2013-10-05T23:59:59
X9|BB120|43.9786|-127.2957|-2882.0|WHOI OBS ID S59|2012-09-20T00:00:00|2013-09-23T23:59:59
X9|BB130|43.638802|-127.471298|-2902.0|WHOI OBS ID S30|2012-09-20T00:00:00|2013-09-23T23:59:59
X9|BB140|43.423599|-127.6894|-2151.0|WHOI OBS ID S46|2012-09-20T00:00:00|2013-10-03T23:59:59
X9|BB150|43.314701|-127.349998|-2512.0|WHOI OBS ID S28|2012-09-21T00:00:00|2013-10-04T23:59:59
X9|BB170|43.142899|-127.777397|-4077.0|WHOI OBS ID S73|2012-09-21T00:00:00|2013-10-03T23:59:59
X9|BB180|42.868198|-128.304993|-3305.0|WHOI OBS ID S20|2012-09-21T00:00:00|2013-10-03T23:59:59
X9|BB200|43.488998|-127.958|-2477.0|WHOI OBS ID S37|2012-09-21T00:00:00|2013-10-03T23:59:59
X9|BB230|43.566002|-128.258408|-2365.0|WHOI OBS ID S23|2012-09-22T00:00:00|2013-10-02T23:59:59
X9|BB240|43.427502|-128.355698|-3220.0|WHOI OBS ID S61|2012-09-22T00:00:00|2013-10-02T23:59:59
X9|BB260|43.623299|-128.863007|-3132.0|WHOI OBS ID S67|2012-09-22T00:00:00|2013-10-02T23:59:59
X9|BB290|43.6264|-128.514404|-2760.0|WHOI OBS ID S72|2012-09-23T00:00:00|2013-10-02T23:59:59
X9|BB300|43.838902|-128.317795|-2897.0|WHOI OBS ID S22|2012-09-23T00:00:00|2013-09-24T23:59:59
X9|BB320|44.170799|-128.707703|-2769.0|WHOI OBS ID S70|2012-09-23T00:00:00|2013-09-24T23:59:59
X9|BB330|44.614498|-128.600403|-2843.0|WHOI OBS ID S53|2012-09-23T00:00:00|2013-09-24T23:59:59
X9|BB350|43.987|-129.075607|-3297.0|WHOI OBS ID S66|2012-09-24T00:00:00|2013-09-25T23:59:59
X9|BB370|43.780201|-129.338898|-3108.0|WHOI OBS ID S27|2012-09-24T00:00:00|2013-10-01T23:59:59
X9|BB390|43.9851|-129.680893|-3198.0|WHOI OBS ID S05|2012-09-24T00:00:00|2013-10-01T23:59:59
X9|BB410|43.930698|-129.998306|-3212.0|WHOI OBS ID S33|2012-09-25T00:00:00|2013-10-01T23:59:59
X9|BB420|43.6297|-130.208206|-3326.0|WHOI OBS ID S14|2012-09-25T00:00:00|2013-10-01T23:59:59
X9|BB440|44.211102|-130.458099|-3145.0|WHOI OBS ID S68|2012-09-25T00:00:00|2013-09-28T23:59:59
X9|BB450|44.225498|-130.766098|-3119.0|WHOI OBS ID S48|2012-09-25T00:00:00|2013-09-27T23:59:59
X9|BB480|44.3489|-130.021194|-4787.0|WHOI OBS ID S43|2012-09-26T00:00:00|2013-09-27T23:59:59
X9|BB510|44.310699|-129.337006|-2538.0|WHOI OBS ID S38|2012-09-26T00:00:00|2013-09-25T23:59:59
X9|BB530|44.546101|-129.820007|-2912.0|WHOI OBS ID S42|2012-09-27T00:00:00|2013-09-26T23:59:59
X9|BB540|44.594101|-130.190903|-2536.0|WHOI OBS ID S01|2012-09-27T00:00:00|2013-09-26T23:59:59
X9|BB550|44.6772|-130.620193|-2995.0|WHOI OBS ID S74|2012-09-27T00:00:00|2013-09-26T23:59:59
X9|BS010|43.205898|-127.049004|-4380.0|SIO OBS ID BS010|2012-09-19T00:00:00|2013-10-04T23:59:59
X9|BS020|43.088001|-127.209396|-3046.0|SIO OBS ID BS020|2012-09-19T00:00:00|2013-10-04T23:59:59
X9|BS040|43.123199|-126.716698|-3424.0|SIO OBS ID BS040|2012-09-19T00:00:00|2013-10-05T23:59:59
X9|BS050|42.7943|-126.527|-2720.0|SIO OBS ID BS050|2012-09-20T00:00:00|2013-10-04T23:59:59
X9|BS080|43.210499|-126.329498|-3005.0|SIO OBS ID BS080|2012-09-20T00:00:00|2013-10-05T23:59:59
X9|BS100|43.5369|-126.857002|-2957.0|SIO OBS ID BS100|2012-09-21T00:00:00|2013-10-05T23:59:59
X9|BS110|43.709499|-127.169502|-2981.0|SIO OBS ID BS110|2012-09-21T00:00:00|2013-10-06T23:59:59
X9|BS160|43.209202|-127.499702|-2353.0|SIO OBS ID BS160|2012-09-22T00:00:00|2013-10-04T23:59:59
X9|BS190|43.311699|-128.076996|-3071.0|SIO OBS ID BS190|2012-09-22T00:00:00|2013-10-03T23:59:59
X9|BS210|43.668201|-127.808197|-2610.0|SIO OBS ID BS210|2012-09-23T00:00:00|2013-09-24T23:59:59
X9|BS220|43.736599|-128.021103|-2977.0|SIO OBS ID BS220|2012-09-23T00:00:00|2013-09-24T23:59:59
X9|BS250|43.506901|-128.659103|-3201.0|SIO OBS ID BS250|2012-09-23T00:00:00|2013-10-02T23:59:59
X9|BS280|43.735802|-128.696503|-3535.0|SIO OBS ID BS280|2012-09-24T00:00:00|2013-10-02T23:59:59
X9|BS310|43.924|-128.586807|-2582.0|SIO OBS ID BS310|2012-09-24T00:00:00|2013-09-24T23:59:59
X9|BS340|44.137299|-129.002106|-2500.0|SIO OBS ID BS340|2012-09-25T00:00:00|2013-09-25T23:59:59
X9|BS360|44.036701|-129.332596|-2427.0|SIO OBS ID BS360|2012-09-25T00:00:00|2013-09-25T23:59:59
X9|BS380|43.810101|-129.6418|-3215.0|SIO OBS ID BS380|2012-09-25T00:00:00|2013-10-01T23:59:59
X9|BS401|44.106098|-129.927094|-3210.0|SIO OBS ID BS401|2012-10-01T00:00:00|2013-10-01T23:59:59
X9|BS430|44.1003|-130.207703|-3210.0|SIO OBS ID BS430|2012-09-26T00:00:00|2013-09-28T23:59:59
X9|BS460|44.439201|-130.833206|-2847.0|SIO OBS ID BS460|2012-09-27T00:00:00|2013-09-27T23:59:59
X9|BS470|44.3661|-130.372803|-2379.0|SIO OBS ID BS470|2012-09-27T00:00:00|2013-09-27T23:59:59
X9|BS490|44.2393|-129.669998|-3652.0|SIO OBS ID BS490|2012-09-27T00:00:00|2013-09-26T23:59:59
X9|BS500|44.161201|-129.483307|-3486.0|SIO OBS ID BS500|2012-09-27T00:00:00|2013-09-25T23:59:59
X9|BS520|44.431499|-129.603607|-2527.0|SIO OBS ID BS520|2012-09-28T00:00:00|2013-09-26T23:59:59
Y5|NOR|52.4701|-116.077599|943.0|Nordegg, Alberta, CANADA|2006-09-17T01:44:17|2013-12-31T23:59:59
Y5|PER|53.68|-116.040001|860.0|Edson, Alberta, CANADA|2006-09-17T18:00:00|2013-12-31T23:59:59

#DATACENTER=NCEDC,http://www.ncedc.org
BK|HUMO|42.607101|-122.956688|554.9|Hull Mountain, OR, USA|2002-06-18T00:00:00|2018-11-29T19:10:00
NC|KBO|42.212357|-124.225983|1010.0|Bosley Butte|2001-08-29T20:00:00|2020-06-25T16:54:00
NC|KEB|42.872211|-124.334251|818.0|Edson Butte Ore.|1993-08-25T22:11:00|2020-01-12T00:00:00
NP|2105|48.73202|-121.0675|400.0|Ross Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2108|44.45|-122.5488|310.0|Green Peter Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2129|47.56164|-122.30541|97.0|VAMC, Bldg 100|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2130|47.13556|-122.57578|80.0|American Lake VAMC|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2133|44.7222|-122.2499|468.0|Detroit Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2137|44.1277|-122.2449|514.0|Cougar Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2143|43.7099|-122.4213|469.0|Hills Creek Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2146|44.1711|-122.3284|405.0|Blue River Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2151|43.9155|-122.7564|238.0|Lookout Point Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2158|47.38557|-123.6057|247.0|Wynoochee Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2161|47.9949|-119.6347|257.0|Chief Joseph Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2164|47.13941|-121.93202|381.0|Mud Mountain Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2172|45.51241|-122.68361|44.0|Portland State University|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2182|42.6662|-122.6816|500.0|William L Jess Dam, Lost Creek|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2189|47.27893|-121.78778|327.0|Howard Hanson Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2190|45.63771|-121.94762|35.0|Bonneville Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2191|45.49717|-122.68367|153.0|VAMC, Bldg 100|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2193|47.31964|-122.58598|94.0|Fire Station|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|2194|47.21402|-123.10099|6.0|Fire Station|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7000|45.63748|-122.65373|57.0|VAMC, Bldg 4|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7004|45.34394|-119.54888|663.0|Willow Creek Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7005|45.61375|-121.1399|54.0|The Dalles Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7006|45.71842|-120.69974|71.0|John Day Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7007|46.36623|-122.55975|295.0|Toutle River Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7009|46.249|-118.87966|139.0|Ice Harbor Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7010|47.608|-122.332|61.0|Crowne Plaza Hotel|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7011|45.936|-119.298|83.0|McNary Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7013|45.45|-122.64159|12.0|Clackamas Highway Connection|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7015|47.03737|-122.89763|28.0|DNR Building|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7017|45.50658|-122.67169|2.0|Marquam Bridge|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7018|45.51794|-122.66619|11.0|Morrison Ramp|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7019|45.46987|-122.68525|105.0|Terwilliger Blvd Interchange|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7021|44.55562|-123.06119|88.0|Corvallis-Lebanon Intersection|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7022|43.36298|-124.17571|1.0|Catching Slough Bridge|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7023|43.24782|-123.36045|157.0|North Roseburg OC|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7025|42.7183|-124.46443|31.0|Rocky Point Viaduct|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7028|47.91351|-124.63432|5.0|La Push Coast Guard Sta|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7029|48.13436|-122.76521|18.0|Fort Worden State Park|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7030|47.45086|-122.30219|124.0|Seatac Airport Fire Station|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7031|47.99665|-122.19916|28.0|Everett Fire Station 2|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7032|47.58429|-122.38866|95.0|Fire Station 29|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7033|48.512|-122.61342|4.0|Fire Station|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7035|46.97159|-123.82637|4.0|Fire Station|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7036|46.0643|-118.26396|379.0|Mill Creek Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7037|47.66547|-122.39689|5.0|Seattle; Ship Canal Locks|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7038|46.98491|-122.90996|60.0|Fire Station HQ|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7039|47.4676|-123.8466|68.0|Quinault Ranger Station|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7040|47.85586|-122.58335|12.0|Museum|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7041|48.11517|-123.43668|31.0|Fire Station|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7042|45.61097|-122.4963|83.0|USGS CVO|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7043|48.71959|-122.49783|38.0|Fire Station 2|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7044|47.1362|-122.4822|87.0|Joint Base Lewis-McChord FS|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7045|46.6855|-123.73398|4.0|Fire Station|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7046|47.12012|-122.56534|81.0|Camp Murray|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7047|48.98701|-117.34835|609.0|Boundary Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7050|47.61515|-122.33678|30.0|New Federal Courthouse|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7051|47.5699|-122.6305|10.0|New Fire Station 1|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7052|44.12256|-123.30576|132.0|Fern Ridge Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7053|45.51865|-122.67837|17.0|Pioneer Courthouse|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7054|47.03872|-122.89893|23.0|Centennial Park|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7057|43.224|-123.36727|139.0|VAMC, Bldg 1|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7058|43.22805|-123.366615|129.0|Roseburg FS#3|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7060|47.74357|-122.72993|0.0|Naval Base Kitsap Bangor|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7061|45.63712|-122.6572|48.0|VAMC, Bldg 11|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7063|48.24033|-122.45637|15.0|Fire and Rescue Admin Office|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|7206|48.18038|-116.99836|638.0|Albeni Falls Dam|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|8031|58.301|-134.4221|9.0|Downtown Fire Station|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|8032|58.35757|-134.57286|7.0|Airport Fire Station|2599-12-31T23:59:59|3000-01-01T00:00:00
NP|8048|57.0519|-135.3331|10.0|Fire Department  HQ|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B001|48.043072|-123.131409|237.0|golbeck01bwa2005, Sequim, WA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B003|48.062359|-124.140862|284.7|floequarybwa2005, FloeQuarry, WA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B004|48.201923|-124.42701|30.0|hokofallsbwa2005, Sekiu, WA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B005|48.059547|-123.503281|302.7|shoresnw1bwa2005, Port Angeles, WA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B006|48.0588|-123.500801|302.0|shoresne2bwa2005, Port Angeles, WA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B007|48.057575|-123.504112|293.0|shoresso3bwa2005, Shores, WA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B009|48.64867|-123.451172|15.0|pacgeosi1bbc2005, Sidney, BC, CA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B010|48.650169|-123.451332|5.0|pacgeosi2bbc2005, Sidney, BC, CA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B011|48.649544|-123.448189|22.0|pacgeosi3bbc2005, Sidney, BC, CA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B012|48.924625|-125.541977|13.0|ucluelet1bbc2005, Ucluelet, BC, CA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B013|47.813|-122.910797|75.3|pnycrk013bwa2007, Quilcene, WA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B014|47.513302|-123.8125|64.7|quinlt014bwa2008, Olympic NP, WA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B017|46.995998|-123.557503|33.9|flinkm017bwa2007, Montesano, WA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B018|46.9795|-123.020302|10.0|delphi018bor2006, Delphi,  OR, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B019|46.652699|-123.651802|9.0|waldrf019bwa2008, Raymond, WA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B020|46.382702|-123.844498|31.2|wirkla020bwa2008, Naselle, WA, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B022|45.954609|-123.931046|10.0|seaside22bor2006, OR, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
PB|B023|46.111198|-123.078697|177.4|cataln023bor2008, Claskanie, OR, USA|2599-12-31T23:59:59|3000-01-01T00:00:00
